TotalTimeStopped_p20,TotalTimeStopped_p40,TotalTimeStopped_p50,TotalTimeStopped_p60,TotalTimeStopped_p80,TimeFromFirstStop_p20,TimeFromFirstStop_p40,TimeFromFirstStop_p50,TimeFromFirstStop_p60,TimeFromFirstStop_p80,DistanceToFirstStop_p20,DistanceToFirstStop_p40,DistanceToFirstStop_p50,DistanceToFirstStop_p60,DistanceToFirstStop_p80
0,0,18,20,30,0,0,24,28,40,0.0,0.0,42.6,50.7,56.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,11,0,0,0,0,27,0.0,0.0,0.0,0.0,52.9
0,0,0,39,45,0,0,0,43,55,0.0,0.0,0.0,50.4,67.5
0,0,0,0,19,0,0,0,0,26,0.0,0.0,0.0,0.0,58.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,10,0,0,0,0,18,0.0,0.0,0.0,0.0,48.1
0,0,0,0,7,0,0,0,0,11,0.0,0.0,0.0,0.0,41.2
0,12,16,23,24,0,19,32,32,36,0.0,50.4,54.8,63.0,70.9
0,0,0,0,21,0,0,0,0,33,0.0,0.0,0.0,0.0,90.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,33,36,42,0,0,44,49,57,0.0,0.0,74.3,78.1,92.3
12,16,18,19,22,21,25,25,26,28,39.1,55.8,59.4,70.5,90.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0,0,0,0,32,0.0,0.0,0.0,0.0,69.0
0,0,6,8,11,0,0,14,14,17,0.0,0.0,51.1,55.1,59.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,10,20,45,0,0,20,27,55,0.0,0.0,52.0,55.0,64.1
0,0,0,22,58,0,0,0,36,70,0.0,0.0,0.0,57.6,96.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,10,26,0,0,0,16,36,0.0,0.0,0.0,67.0,72.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,28,0,0,0,0,36,0.0,0.0,0.0,0.0,49.9
0,23,34,34,57,0,38,47,47,72,0.0,59.2,68.7,73.8,79.7
0,21,63,84,109,0,40,75,96,118,0.0,88.4,101.0,129.7,162.4
0,0,0,0,21,0,0,0,0,29,0.0,0.0,0.0,0.0,65.6
0,0,0,0,11,0,0,0,0,64,0.0,0.0,0.0,0.0,816.6
0,0,12,12,26,0,0,25,26,45,0.0,0.0,66.9,80.3,100.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
9,21,21,36,49,15,26,27,55,58,29.6,37.3,38.2,42.3,44.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,35,0,0,0,0,41,0.0,0.0,0.0,0.0,37.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,17,25,0,0,0,22,33,0.0,0.0,0.0,39.0,52.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,8,14,22,32,0,15,33,38,45,0.0,53.6,61.9,84.5,97.7
0,0,0,7,19,0,0,0,17,33,0.0,0.0,0.0,57.4,74.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,6,7,16,46,0,15,20,32,64,0.0,48.7,50.5,81.4,102.2
0,0,0,16,47,0,0,0,31,67,0.0,0.0,0.0,81.8,82.9
0,39,39,46,67,0,48,48,55,134,0.0,90.4,90.4,93.0,214.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,31,0,0,0,0,44,0.0,0.0,0.0,0.0,69.2
0,0,0,8,35,0,0,0,16,47,0.0,0.0,0.0,62.3,76.8
0,0,0,0,24,0,0,0,0,35,0.0,0.0,0.0,0.0,61.2
0,0,0,0,24,0,0,0,0,35,0.0,0.0,0.0,0.0,53.9
0,0,0,30,63,0,0,0,49,70,0.0,0.0,0.0,56.2,69.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,17,17,18,25,0,25,25,26,76,0.0,9.8,52.3,56.7,298.3
0,0,0,0,16,0,0,0,0,24,0.0,0.0,0.0,0.0,61.4
35,58,91,103,109,68,111,129,149,153,122.1,193.8,200.2,221.2,356.1
0,0,0,0,13,0,0,0,0,20,0.0,0.0,0.0,0.0,45.6
0,0,0,0,10,0,0,0,0,15,0.0,0.0,0.0,0.0,40.5
0,0,9,11,14,0,0,20,21,24,0.0,0.0,54.2,59.6,85.0
11,14,14,15,19,21,21,21,22,25,51.3,56.9,56.9,69.3,72.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,10,0,0,0,0,17,0.0,0.0,0.0,0.0,45.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
6,48,59,79,109,33,70,75,92,123,61.2,103.2,111.3,126.3,172.7
0,0,0,0,23,0,0,0,0,32,0.0,0.0,0.0,0.0,67.0
0,0,0,0,17,0,0,0,0,24,0.0,0.0,0.0,0.0,59.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,36,0,0,0,0,150,0.0,0.0,0.0,0.0,1741.4
0,0,0,0,23,0,0,0,0,35,0.0,0.0,0.0,0.0,71.7
0,8,9,19,32,0,19,22,31,59,0.0,55.1,66.4,79.8,91.8
10,23,24,29,34,28,37,40,42,47,62.0,78.4,82.6,90.6,112.9
0,0,0,0,29,0,0,0,0,46,0.0,0.0,0.0,0.0,84.7
0,0,0,0,14,0,0,0,0,19,0.0,0.0,0.0,0.0,73.2
0,0,13,15,26,0,0,27,28,36,0.0,0.0,64.9,69.4,84.8
15,17,52,82,97,35,36,63,87,108,59.4,67.2,88.3,103.5,136.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,12,20,24,38,0,25,31,38,139,0.0,65.5,78.5,123.5,402.8
0,0,12,18,23,0,0,21,28,46,0.0,0.0,64.6,68.9,299.1
15,71,71,74,106,30,78,78,83,111,67.3,68.4,68.4,74.8,81.9
0,10,10,30,38,0,26,26,42,50,0.0,48.1,48.1,60.0,97.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,19,29,43,0,0,27,36,47,0.0,0.0,30.5,47.8,67.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,12,15,21,28,0,30,43,48,93,0.0,47.9,195.5,200.9,652.9
0,15,15,20,31,0,31,31,32,40,0.0,59.7,59.7,65.4,131.0
0,18,25,31,51,0,28,38,41,62,0.0,57.5,58.3,60.3,67.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,67,0,0,0,0,75,0.0,0.0,0.0,0.0,196.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
11,16,16,18,21,24,25,26,31,38,74.6,88.5,89.7,90.7,106.6
0,0,0,0,17,0,0,0,0,23,0.0,0.0,0.0,0.0,56.9
0,0,0,17,25,0,0,0,27,34,0.0,0.0,0.0,74.5,86.3
0,0,0,8,18,0,0,0,16,26,0.0,0.0,0.0,57.6,65.9
0,0,6,16,27,0,0,14,32,39,0.0,0.0,63.8,64.0,122.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,12,0,0,0,0,23,0.0,0.0,0.0,0.0,67.9
0,0,0,0,22,0,0,0,0,34,0.0,0.0,0.0,0.0,77.0
0,0,0,0,18,0,0,0,0,25,0.0,0.0,0.0,0.0,61.6
0,0,0,0,15,0,0,0,0,25,0.0,0.0,0.0,0.0,74.9
0,0,10,46,61,0,0,29,58,76,0.0,0.0,41.3,45.9,67.6
0,0,0,0,31,0,0,0,0,39,0.0,0.0,0.0,0.0,60.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,23,33,40,50,0,36,44,48,60,0.0,46.0,50.8,53.3,61.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,6,21,0,0,0,14,46,0.0,0.0,0.0,28.0,110.5
19,36,43,52,83,52,69,110,119,135,110.6,252.7,272.0,394.2,419.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,10,16,27,39,0,25,33,35,54,0.0,64.9,71.3,73.0,97.6
0,0,0,0,28,0,0,0,0,31,0.0,0.0,0.0,0.0,36.9
0,0,21,24,85,0,0,28,32,96,0.0,0.0,55.3,63.0,64.9
16,36,37,37,57,46,102,106,139,184,83.0,892.1,976.2,1007.1,1085.6
0,0,0,0,13,0,0,0,0,25,0.0,0.0,0.0,0.0,73.6
0,0,0,0,7,0,0,0,0,16,0.0,0.0,0.0,0.0,34.3
15,21,23,24,26,21,26,27,28,31,32.7,37.2,40.5,45.6,59.0
0,0,0,0,24,0,0,0,0,34,0.0,0.0,0.0,0.0,38.6
0,0,14,16,22,0,0,22,23,36,0.0,0.0,46.9,56.9,72.7
0,7,18,23,42,0,14,31,32,52,0.0,43.4,47.1,48.2,59.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
19,19,20,20,22,29,30,30,31,32,73.8,81.1,81.2,84.4,89.5
0,0,0,10,22,0,0,0,17,31,0.0,0.0,0.0,56.1,63.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,6,19,0,0,0,14,26,0.0,0.0,0.0,48.6,63.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,9,20,23,30,0,24,26,28,61,0.0,61.2,63.1,65.0,352.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,12,0,0,0,0,17,0.0,0.0,0.0,0.0,32.5
0,16,31,32,44,0,29,37,43,65,0.0,45.7,49.3,55.7,114.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
14,36,36,37,49,20,41,41,46,58,40.1,45.9,45.9,53.8,59.1
0,12,18,24,32,0,24,31,35,45,0.0,70.7,85.8,100.3,120.5
21,31,31,32,34,30,38,38,40,41,66.5,71.2,71.2,75.4,75.9
0,11,18,29,48,0,19,24,34,50,0.0,10.3,12.7,22.0,29.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,14,25,0,0,0,32,37,0.0,0.0,0.0,66.8,73.0
0,0,0,0,20,0,0,0,0,28,0.0,0.0,0.0,0.0,80.4
0,15,15,30,37,0,20,20,47,62,0.0,18.7,18.7,85.3,95.7
0,0,0,15,19,0,0,0,32,36,0.0,0.0,0.0,84.5,89.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
7,11,11,31,32,19,19,19,43,45,71.4,74.6,74.6,77.9,81.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,8,83,0,0,0,14,136,0.0,0.0,0.0,47.8,327.3
0,0,0,8,28,0,0,0,15,34,0.0,0.0,0.0,53.3,57.3
13,17,20,25,28,24,27,31,32,35,52.1,66.3,74.5,90.0,125.1
0,7,25,32,60,0,18,38,42,70,0.0,60.5,73.6,73.7,91.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,17,0,0,0,0,26,0.0,0.0,0.0,0.0,55.6
0,0,0,0,15,0,0,0,0,25,0.0,0.0,0.0,0.0,78.4
0,0,0,0,12,0,0,0,0,24,0.0,0.0,0.0,0.0,103.5
0,0,0,0,55,0,0,0,0,64,0.0,0.0,0.0,0.0,84.6
22,29,36,41,98,61,75,80,109,140,246.4,392.9,395.2,395.8,400.7
0,7,15,24,43,0,24,30,35,53,0.0,55.4,55.9,67.6,77.2
0,0,0,0,11,0,0,0,0,19,0.0,0.0,0.0,0.0,64.1
0,21,21,30,39,0,28,28,37,43,0.0,38.9,38.9,45.6,52.3
0,0,6,21,27,0,0,15,32,37,0.0,0.0,62.1,71.3,92.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,6,8,0,0,0,12,18,0.0,0.0,0.0,45.1,62.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,8,28,0,0,0,20,48,0.0,0.0,0.0,56.6,222.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,7,0,0,0,0,12,0.0,0.0,0.0,0.0,27.8
0,0,0,0,14,0,0,0,0,21,0.0,0.0,0.0,0.0,29.8
0,0,0,0,7,0,0,0,0,18,0.0,0.0,0.0,0.0,35.8
0,0,0,0,19,0,0,0,0,31,0.0,0.0,0.0,0.0,48.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,42,0,0,0,0,103,0.0,0.0,0.0,0.0,136.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
26,32,32,39,47,49,51,51,54,54,39.5,53.5,53.5,95.8,105.2
0,0,0,0,13,0,0,0,0,22,0.0,0.0,0.0,0.0,60.9
0,0,0,0,9,0,0,0,0,25,0.0,0.0,0.0,0.0,97.5
9,15,15,20,42,29,34,34,38,63,58.2,105.9,105.9,112.4,176.4
28,29,29,33,37,38,43,48,48,75,54.5,58.8,68.3,87.1,88.3
0,6,10,15,25,0,14,22,27,39,0.0,53.8,73.9,84.6,114.0
0,0,0,6,15,0,0,0,13,25,0.0,0.0,0.0,43.8,60.1
0,0,0,0,19,0,0,0,0,25,0.0,0.0,0.0,0.0,56.0
0,0,0,12,19,0,0,0,21,32,0.0,0.0,0.0,62.8,78.4
0,0,0,0,17,0,0,0,0,27,0.0,0.0,0.0,0.0,80.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
20,21,23,28,32,32,33,38,40,43,82.3,86.1,93.0,95.7,124.8
0,22,24,38,50,0,31,38,47,65,0.0,66.5,67.8,70.1,80.6
0,0,19,27,41,0,0,36,37,50,0.0,0.0,40.9,43.0,45.3
0,0,0,8,41,0,0,0,19,53,0.0,0.0,0.0,50.5,70.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,6,12,0,0,0,15,109,0.0,0.0,0.0,61.0,1490.5
0,55,55,62,65,0,70,70,70,76,0.0,58.5,58.5,75.2,76.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
29,58,58,71,94,41,73,73,85,103,67.1,82.2,82.2,90.4,104.9
0,0,0,10,30,0,0,0,18,38,0.0,0.0,0.0,46.0,49.9
0,0,0,0,11,0,0,0,0,17,0.0,0.0,0.0,0.0,63.8
0,0,0,0,31,0,0,0,0,48,0.0,0.0,0.0,0.0,129.6
0,0,0,13,26,0,0,0,20,37,0.0,0.0,0.0,50.8,56.6
0,6,7,18,43,0,18,19,28,51,0.0,60.7,70.4,76.0,92.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,25,0,0,0,0,33,0.0,0.0,0.0,0.0,49.4
0,0,0,0,9,0,0,0,0,17,0.0,0.0,0.0,0.0,26.9
0,0,0,0,17,0,0,0,0,22,0.0,0.0,0.0,0.0,50.9
0,10,10,18,24,0,23,23,26,30,0.0,46.7,46.7,49.1,57.3
0,0,6,8,15,0,0,15,18,23,0.0,0.0,37.2,64.4,86.5
0,0,0,7,53,0,0,0,17,104,0.0,0.0,0.0,69.7,216.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
6,9,13,16,17,19,24,26,26,29,40.0,62.1,69.0,87.1,105.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
6,23,35,53,68,19,33,46,63,78,60.6,65.8,65.9,66.1,74.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,9,14,31,0,0,18,31,45,0.0,0.0,31.1,44.7,61.6
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,19,0,0,0,0,29,0.0,0.0,0.0,0.0,61.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,7,10,18,0,17,17,27,33,0.0,39.6,39.6,63.4,66.7
0,22,23,36,48,0,29,35,44,57,0.0,52.2,66.8,67.0,80.0
0,0,0,7,17,0,0,0,13,25,0.0,0.0,0.0,42.0,64.8
17,29,65,100,109,40,42,72,149,151,100.5,143.9,171.6,210.5,245.7
0,7,7,7,22,0,12,21,25,40,0.0,48.2,74.3,74.7,94.9
12,15,15,56,64,29,113,113,146,151,63.2,608.0,608.0,629.9,817.6
0,0,0,0,20,0,0,0,0,39,0.0,0.0,0.0,0.0,128.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,14,0,0,0,0,21,0.0,0.0,0.0,0.0,65.1
0,6,6,11,33,0,18,18,23,40,0.0,57.1,57.1,63.4,74.7
0,0,0,0,26,0,0,0,0,32,0.0,0.0,0.0,0.0,22.4
0,0,0,0,8,0,0,0,0,12,0.0,0.0,0.0,0.0,9.5
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,16,0,0,0,0,27,0.0,0.0,0.0,0.0,44.9
0,0,0,19,32,0,0,0,25,38,0.0,0.0,0.0,60.0,62.7
0,0,0,16,26,0,0,0,31,41,0.0,0.0,0.0,105.4,122.4
0,0,0,0,8,0,0,0,0,14,0.0,0.0,0.0,0.0,30.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
19,35,35,57,57,36,50,50,65,67,55.9,68.6,68.6,70.0,83.5
0,0,17,21,27,0,0,24,28,35,0.0,0.0,62.9,64.0,65.0
0,0,0,0,7,0,0,0,0,121,0.0,0.0,0.0,0.0,1122.4
0,18,18,21,23,0,24,24,28,30,0.0,45.7,45.7,49.0,50.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,12,26,0,0,0,30,45,0.0,0.0,0.0,187.8,199.1
0,0,6,11,37,0,0,11,32,138,0.0,0.0,49.8,137.3,1049.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,19,25,34,0,0,26,33,48,0.0,0.0,53.5,60.5,75.6
0,0,0,0,12,0,0,0,0,20,0.0,0.0,0.0,0.0,51.9
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,14,30,0,0,0,22,36,0.0,0.0,0.0,60.2,62.3
0,0,0,8,23,0,0,0,16,46,0.0,0.0,0.0,67.4,85.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,10,49,0,0,0,20,56,0.0,0.0,0.0,62.1,67.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,11,30,59,67,0,20,39,73,76,0.0,37.1,44.6,68.0,81.6
0,0,9,20,27,0,0,22,28,38,0.0,0.0,35.3,79.1,100.8
0,0,0,0,63,0,0,0,0,69,0.0,0.0,0.0,0.0,61.4
0,10,11,50,87,0,18,57,99,109,0.0,48.6,56.9,93.8,121.1
23,28,28,39,42,32,41,41,44,51,59.7,78.3,78.3,88.4,111.7
0,0,0,0,6,0,0,0,0,23,0.0,0.0,0.0,0.0,55.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,19,24,0,0,0,29,44,0.0,0.0,0.0,65.4,92.6
0,0,0,0,12,0,0,0,0,17,0.0,0.0,0.0,0.0,63.3
0,0,18,22,30,0,0,35,37,43,0.0,0.0,59.9,70.2,83.2
0,0,0,0,19,0,0,0,0,32,0.0,0.0,0.0,0.0,85.8
0,0,0,8,17,0,0,0,11,26,0.0,0.0,0.0,3.1,28.1
0,0,0,7,11,0,0,0,13,44,0.0,0.0,0.0,63.2,551.7
0,0,0,0,36,0,0,0,0,44,0.0,0.0,0.0,0.0,79.1
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,18,27,30,44,0,40,47,49,61,0.0,89.4,90.6,90.8,147.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,9,12,14,24,0,20,23,26,37,0.0,61.4,71.7,76.1,92.5
0,0,0,15,32,0,0,0,24,41,0.0,0.0,0.0,42.4,46.9
0,12,22,24,29,0,33,38,38,43,0.0,66.4,77.2,82.8,106.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,13,22,0,0,0,24,38,0.0,0.0,0.0,52.4,80.7
0,14,14,17,64,0,24,24,34,69,0.0,76.1,76.1,83.6,111.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,6,9,0,0,0,13,25,0.0,0.0,0.0,42.3,50.2
0,0,0,17,40,0,0,0,32,45,0.0,0.0,0.0,63.6,154.0
15,35,59,63,103,27,68,85,100,128,72.6,98.4,113.6,195.4,246.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,19,0,0,0,0,24,0.0,0.0,0.0,0.0,21.0
26,29,29,30,46,44,44,44,61,87,78.4,82.7,82.7,99.7,104.1
0,0,0,0,12,0,0,0,0,14,0.0,0.0,0.0,0.0,26.5
30,49,56,73,107,56,98,128,171,228,140.4,229.0,301.1,392.9,553.3
0,0,0,0,17,0,0,0,0,21,0.0,0.0,0.0,0.0,33.8
0,0,7,12,23,0,0,21,35,48,0.0,0.0,73.9,181.8,298.8
0,0,0,0,19,0,0,0,0,27,0.0,0.0,0.0,0.0,73.2
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,30,42,60,74,0,40,53,68,84,0.0,69.6,75.9,80.2,95.1
0,0,0,35,45,0,0,0,52,57,0.0,0.0,0.0,87.5,103.0
0,0,7,8,15,0,0,18,23,32,0.0,0.0,69.3,75.2,76.0
23,40,48,53,88,35,54,56,64,122,64.8,84.3,85.2,107.9,118.8
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,7,14,24,35,0,23,24,31,49,0.0,56.4,69.0,76.0,81.3
0,30,32,34,47,0,40,46,52,56,0.0,72.3,85.5,89.9,122.4
7,53,75,77,124,34,92,94,97,130,58.3,67.7,71.5,86.3,136.3
0,0,0,26,66,0,0,0,32,77,0.0,0.0,0.0,37.3,126.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
21,24,26,32,45,24,25,30,34,48,13.0,15.2,18.6,25.2,26.9
0,0,0,0,12,0,0,0,0,19,0.0,0.0,0.0,0.0,61.3
0,0,6,6,23,0,0,22,26,61,0.0,0.0,25.2,25.5,39.1
0,0,7,12,33,0,0,24,36,45,0.0,0.0,58.1,60.7,74.5
0,39,47,54,63,0,48,53,57,64,0.0,19.9,26.7,34.7,58.1
6,38,45,48,61,55,58,58,76,99,49.4,57.7,71.6,76.4,133.6
0,0,12,26,38,0,0,28,41,58,0.0,0.0,53.5,77.5,105.3
21,22,23,30,45,47,50,53,54,72,93.4,118.1,130.9,135.8,151.3
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,13,26,0,0,0,21,35,0.0,0.0,0.0,52.3,54.0
0,0,0,6,8,0,0,0,11,16,0.0,0.0,0.0,55.6,58.3
0,0,0,0,19,0,0,0,0,26,0.0,0.0,0.0,0.0,67.0
0,0,0,0,15,0,0,0,0,23,0.0,0.0,0.0,0.0,71.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,8,26,29,0,0,16,35,42,0.0,0.0,51.9,59.0,72.5
0,0,0,0,9,0,0,0,0,19,0.0,0.0,0.0,0.0,72.2
0,0,0,26,29,0,0,0,34,38,0.0,0.0,0.0,61.6,78.8
0,11,18,21,31,0,28,31,33,43,0.0,55.8,71.6,91.9,160.7
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,12,12,16,32,0,36,36,39,43,0.0,43.0,43.0,61.7,201.5
0,0,0,0,31,0,0,0,0,42,0.0,0.0,0.0,0.0,66.4
0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,18,0,0,0,0,26,0.0,0.0,0.0,0.0,104.8
